Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Montréal,H2M 2P2,10,60,QC,CENTRE DE LA PETITE ENFANCE LE JARDIN DE LA RELÈVE,CPE,Montréal,"1611, boulevard Crémazie Est, bureau 160",CR
Montréal,H4J 2N7,10,80,QC,CENTRE DE LA PETITE ENFANCE LE JARDIN DES RÊVES INC.,CPE,Montréal,"12225, rue Grenet, bureau 3400",CR
Montréal,H4E 3G2,5,60,QC,CENTRE DE LA PETITE ENFANCE LE JOYEUX CARROUSEL INC.,CPE,Montréal,"6715, rue Beaulieu",CR
Montréal,H4E 4J3,20,80,QC,CENTRE DE LA PETITE ENFANCE LE P'TIT TERMINUS,CPE,Montréal,"3350, boulevard des Trinitaires",CR
Montréal,H4V 1K4,0,90,QC,CENTRE DE LA PETITE ENFANCE LE PAS DE GÉANT,CPE,Montréal,"6805, avenue de Chester",CR
Montréal,H2Z 1G2,15,65,QC,CENTRE DE LA PETITE ENFANCE LE PETIT PALAIS,CPE,Montréal,"205, avenue Viger Ouest, bureau 10",CR
Montréal,H2Y 3Z2,10,60,QC,CENTRE DE LA PETITE ENFANCE LE PETIT PALAIS,CPE,Montréal,"309, rue Notre Dame Est",CR
Montréal,H2X 3V4,10,78,QC,CENTRE DE LA PETITE ENFANCE LE PETIT RÉSEAU INC.,CPE,Montréal,"50, rue Sainte Catherine Ouest, bureau 220",CR
Montréal,H2C 3L1,10,80,QC,CENTRE DE LA PETITE ENFANCE LE PISSENLIT,CPE,Montréal,"554, rue Sauriol Est",CR
Montréal,H2H 1M1,20,208,QC,CENTRE DE LA PETITE ENFANCE LE SABLIER,CPE,Montréal,"1860, rue Marie Anne Est",CR
Montréal,H2G 2E8,15,80,QC,CENTRE DE LA PETITE ENFANCE LE TERRIER MAGIQUE,CPE,Montréal,"5601, avenue Louis Hébert",CR
Montréal,H3L 2W6,5,80,QC,CENTRE DE LA PETITE ENFANCE LES ABEILLES BRICOLEUSES,CPE,Montréal,"10540, rue Waverly",CR
Montréal,H2T 3C4,10,80,QC,CENTRE DE LA PETITE ENFANCE LES ATELIERS,CPE,Montréal,"330, avenue du Carmel",CR
Montréal,H2T 2C8,10,80,QC,CENTRE DE LA PETITE ENFANCE LES ATELIERS,CPE,Montréal,"4520, rue Henri Julien",CR
Montréal,H3K 2C7,20,80,QC,CENTRE DE LA PETITE ENFANCE LES CASINOURS,CPE,Montréal,"325, rue Bridge",CR
Montréal,H5A 1K6,13,63,QC,CENTRE DE LA PETITE ENFANCE LES CÂBLINOURS,CPE,Montréal,"800, rue de la Gauchetière Ouest, bureau 1160",CR
Montréal,H3K 1N9,10,80,QC,CENTRE DE LA PETITE ENFANCE LES ENFANTS DE L'AVENIR INC.,CPE,Montréal,"1945, rue Mullins, bureau 180",CR
Montréal,H3K 1N9,0,24,QC,CENTRE DE LA PETITE ENFANCE LES ENFANTS DE L'AVENIR INC.,CPE,Montréal,"1945, rue Mullins, bureau 180",CR
Montréal,H1N 1P9,20,80,QC,CENTRE DE LA PETITE ENFANCE LES LUTINS DU BOULEVARD,CPE,Montréal,"5650, avenue Pierre de Coubertin",CR
Montréal,H1K 3N5,0,32,QC,CENTRE DE LA PETITE ENFANCE LES MAISONS ENJOUEES,CPE,Montréal,"3405, rue St Donat",CR
Montréal,H3L 1Y2,0,80,QC,CENTRE DE LA PETITE ENFANCE LES MARMOUSETS,CPE,Montréal,"85, rue Sauvé Ouest",CR
Montréal,H3L 2N7,0,68,QC,CENTRE DE LA PETITE ENFANCE LES MARMOUSETS 2,CPE,Montréal,"9904, boulevard Saint Laurent, bureau 202",CR
Montréal,H3A 3C6,12,72,QC,CENTRE DE LA PETITE ENFANCE LES MINIS,CPE,Montréal,"500, rue Sherbrooke Ouest, local 150",CR
Montréal,H3L 0A5,10,78,QC,CENTRE DE LA PETITE ENFANCE LES P'TITES FRIMOUSSES DE LA MERCI,CPE,Montréal,"575, boulevard Gouin Ouest",CR
Montréal,H1L 6N4,0,70,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS AMIS DE SAVIO,CPE,Montréal,"9181, rue Sainte Claire",CR
Montréal,H4B 2B9,7,54,QC,CENTRE DE LA PETITE ENFANCE LES P'TITS PROFS INC.,CPE,Montréal,"3500 3502, avenue Belmore",CR
Montréal,H2G 2Y6,10,78,QC,CENTRE DE LA PETITE ENFANCE LES PETITS CARILLONS,CPE,Montréal,"6565, rue Marquette",CR
Montréal,H3B 2S2,14,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS EXPLORATEURS,CPE,Montréal,"1100, avenue des Canadiens de Montréal, bureau C18",CR
Montréal,H4E 3C3,10,80,QC,CENTRE DE LA PETITE ENFANCE LES PETITS LUTINS DE CÔTE ST PAUL INC.,CPE,Montréal,"6050, rue Hamilton",CR
Montréal,H4E 3E7,0,48,QC,CENTRE DE LA PETITE ENFANCE LES PETITS LUTINS DE CÔTE ST PAUL INC.,CPE,Montréal,"6025, rue Beaulieu",CR
Montréal,H1A 3P9,15,80,QC,CENTRE DE LA PETITE ENFANCE MADEMOISELLE PLUCHE,CPE,Montréal,"15140, rue Sherbrooke Est",CR
Montréal,H2V 4K7,0,60,QC,CENTRE DE LA PETITE ENFANCE MAISON BELZ,CPE,Montréal,"5565, rue Jeanne Mance",CR
Montréal,H2V 4H9,0,80,QC,CENTRE DE LA PETITE ENFANCE MAISON MALKA,CPE,Montréal,"259, avenue Van Horne, suite 200",CR
Montréal,H2V 4K7,15,71,QC,CENTRE DE LA PETITE ENFANCE MAISON MALKA,CPE,Montréal,"5583, rue Jeanne Mance",CR
Montréal,H1E 4C3,0,38,QC,CENTRE DE LA PETITE ENFANCE MARIE AUXILIATRICE,CPE,Montréal,"8550, avenue Joliot Curie",CR
Montréal,H4B 2E7,0,39,QC,"CENTRE DE LA PETITE ENFANCE MOI, TOI ET LES NÔTRES",CPE,Montréal,"2483, avenue Mariette",CR
Montréal,H3A 1L6,10,45,QC,CENTRE DE LA PETITE ENFANCE ORIGAMI,CPE,Montréal,"395, boulevard de Maisonneuve Ouest",CR
Montréal,H4C 3A1,15,71,QC,CENTRE DE LA PETITE ENFANCE PAILLASSON INC.,CPE,Montréal,"75, carré Sir Georges Étienne Cartier",CR
Montréal,H4E 2Z6,0,46,QC,CENTRE DE LA PETITE ENFANCE PAILLASSON INC.,CPE,Montréal,"6040, rue Dumas",CR
Montréal,H1A 1X6,10,78,QC,CENTRE DE LA PETITE ENFANCE PALOU LA COCCINELLE,CPE,Montréal,"15990, rue Notre Dame Est",CR
Montréal,H3J 2L5,10,59,QC,CENTRE DE LA PETITE ENFANCE PATAPOUF INC.,CPE,Montréal,"560, rue Vinet",CR
Montréal,H2L 2Y4,10,60,QC,CENTRE DE LA PETITE ENFANCE PAVILLON DES TOUT PETITS,CPE,Montréal,"2123, rue Plessis",CR
Montréal,H1E 1S8,10,69,QC,CENTRE DE LA PETITE ENFANCE PETIT COIN DE POUCET,CPE,Montréal,"12542, avenue Fernand Gauthier",CR
Montréal,H1Z 2S3,15,80,QC,CENTRE DE LA PETITE ENFANCE POPULAIRE ST MICHEL INC.,CPE,Montréal,"7950, 2e Avenue",CR
Montréal,H1X 3L2,10,60,QC,CENTRE DE LA PETITE ENFANCE RHÉA AUSTRALE,CPE,Montréal,"3756, rue Marius Dufresne",CR
Montréal,H1Y 3G2,10,59,QC,CENTRE DE LA PETITE ENFANCE RHÉA BORÉALE,CPE,Montréal,"3250A, boulevard Saint Joseph Est",CR
Montréal,H1X 3M9,0,60,QC,CENTRE DE LA PETITE ENFANCE ROSEMONDE,CPE,Montréal,"3455, rue de Bellechasse",CR
Montréal,H1X 1J6,10,70,QC,CENTRE DE LA PETITE ENFANCE ROSEMONDE,CPE,Montréal,"4025, rue de Bellechasse",CR
Montréal,H2E 2A1,0,54,QC,CENTRE DE LA PETITE ENFANCE SAINT MARC,CPE,Montréal,"7395, rue Garnier",CR
Montréal,H2V 4H1,20,60,QC,CENTRE DE LA PETITE ENFANCE SIMCHE KINDER,CPE,Montréal,"5614, avenue du Parc",CR
Montréal,H2J 1L4,20,96,QC,CENTRE DE LA PETITE ENFANCE SOLEIL DU QUARTIER INC.,CPE,Montréal,"1130, boulevard Saint Joseph Est",CR
Montréal,H2A 2P6,10,78,QC,CENTRE DE LA PETITE ENFANCE SOLEIL JOYEUX PAVILLON DE VINCI,CPE,Montréal,"7710, avenue Léonard de Vinci",CR
Montréal,H2A 2W7,0,52,QC,CENTRE DE LA PETITE ENFANCE SOLEIL JOYEUX PAVILLON PETIT MUSSET,CPE,Montréal,"7324, avenue Musset",CR
Montréal,H4J 1L5,0,160,QC,CENTRE DE LA PETITE ENFANCE ST JACQUES LTÉE,CPE,Montréal,"3401, rue Olivar Asselin",CR
Montréal,H2J 1R7,20,80,QC,CENTRE DE LA PETITE ENFANCE ST LOUIS   LE JARDIN,CPE,Montréal,"1350, rue Gilford, rez de chaussée",CR
Montréal,H2J 1R7,0,84,QC,CENTRE DE LA PETITE ENFANCE ST LOUIS   LE NID,CPE,Montréal,"1350, rue Gilford, 2e étage",CR
Montréal,H2S 2T2,15,83,QC,CENTRE DE LA PETITE ENFANCE ST ÉDOUARD,CPE,Montréal,"6844, rue Drolet",CR
Montréal,H2S 1B7,15,83,QC,CENTRE DE LA PETITE ENFANCE ST ÉDOUARD,CPE,Montréal,"268, avenue Mozart Est",CR
Montréal,H3T 1M5,8,53,QC,CENTRE DE LA PETITE ENFANCE ST. MARY,CPE,Montréal,"3830, avenue Lacombe",CR
Montréal,H3T 1M5,8,67,QC,CENTRE DE LA PETITE ENFANCE ST. MARY,CPE,Montréal,"3786, avenue Lacombe",CR
Montréal,H3S 1W6,15,80,QC,CENTRE DE LA PETITE ENFANCE STE JUSTINE,CPE,Montréal,"3179, avenue Ellendale",CR
Montréal,H3S 1W6,15,80,QC,CENTRE DE LA PETITE ENFANCE STE JUSTINE INSTALLATION CÔTE DES NEIGES,CPE,Montréal,"3177, avenue Ellendale",CR
Montréal,H2X 1L2,20,60,QC,CENTRE DE LA PETITE ENFANCE TORTUE TÊTUE,CPE,Montréal,"209, rue Sainte Catherine Est   V R 300",CR
Montréal,H2X 1C3,5,48,QC,CENTRE DE LA PETITE ENFANCE TOUR À TOUR,CPE,Montréal,"120, rue Sherbrooke Est",CR
Montréal,H4J 1C4,10,70,QC,CENTRE DE LA PETITE ENFANCE TROIS P'TITS TOURS,CPE,Montréal,"5600, boulevard Gouin Ouest",CR
Montréal,H3J 1K4,0,70,QC,CENTRE DE LA PETITE ENFANCE TYNDALE ST GEORGES,CPE,Montréal,"2247, rue Delisle, bureau 201",CR
Montréal,H2T 2A1,15,67,QC,CENTRE DE LA PETITE ENFANCE VILLENEUVE (INST. MILE END),CPE,Montréal,"5165, avenue de Gaspé",CR
Montréal,H2X 0A9,10,78,QC,CENTRE DE LA PETITE ENFANCE VIROULU,CPE,Montréal,"850, rue Saint Denis, Tour Saint Antoine",CR
Montréal,H3S 2W2,10,71,QC,CENTRE DE LA PETITE ENFANCE YESHIVA GEDOLA,CPE,Montréal,"6000, avenue de Vimy",CR
Montréal,H3W 1E8,0,80,QC,CENTRE DE LA PETITE ENFANCE YESHIVA LEVI YITZCHAK,CPE,Montréal,"5000, avenue Plamondon",CR
Montréal,H3H 2H6,0,80,QC,CENTRE DE PETITE ENFANCE (C.P.E.) CONCORDIA,CPE,Montréal,"1185, rue Saint Mathieu, bureau I 102",CR
Montréal,H3T 1H4,13,60,QC,CENTRE DE PETITE ENFANCE LES PETITS GÉNIES INC.,CPE,Montréal,"2775, avenue Willowdale",CR
Montréal,H3K 1G6,10,58,QC,CENTRE POUR ENFANT NAMASTÉ INC. / NAMASTÉ CHILDRENS CENTER INC.,GARD,Montréal,"1751, rue Richardson, appartement 1.052",
Montréal,H1Y 3G5,0,55,QC,CENTRE À LA PETITE ENFANCE COEUR ATOUT,CPE,Montréal,"4011, boulevard Saint Michel",CR
Montréal,H2V 4J4,0,52,QC,CENTRE À LA PETITE ENFANCE VILLENEUVE,CPE,Montréal,"4652, rue Jeanne Mance",CR
Montréal,H3L 2R5,15,80,QC,CENTRE ÉDUCATIF AHUNTSIC,GARD,Montréal,"9875, rue Clark",
Montréal,H3N 1R7,15,67,QC,CENTRE ÉDUCATIF DU PARC,GARD,Montréal,"656, rue Jean Talon Ouest",CR
Montréal,H3M 1R2,8,56,QC,CENTRE ÉDUCATIF GRANDIR EN QUALITÉ,GARD,Montréal,"1585, rue Dudemaine",
Montréal,H3N 2Z2,15,80,QC,CENTRE ÉDUCATIF GRANDIR ENSEMBLE INC.,GARD,Montréal,"8484, rue Durocher",CR
Montréal,H2H 2B4,10,48,QC,"CENTRE ÉDUCATIF JOUER, RIRE, GRANDIR INC.",GARD,Montréal,"4505, avenue De Lorimier",
Montréal,H4E 3W1,10,74,QC,CENTRE ÉDUCATIF L'ENFANTHÈQUE,GARD,Montréal,"5510, rue Laurendeau",
Montréal,H4J 1H7,15,75,QC,CENTRE ÉDUCATIF MAINS DANS LA MAIN INC.,GARD,Montréal,"4785, rue de Salaberry",CR
Montréal,H4E 3H3,10,40,QC,CENTRE ÉDUCATIF MONK,GARD,Montréal,"5824, boulevard Monk",CR
Montréal,H3W 1W5,20,62,QC,CHÂTEAU DES NEIGES,CPE,Montréal,"4565, chemin Queen Mary, porte 60",CR
Montréal,H1L 1B4,10,33,QC,CITRONNELLE ET SES AMIS INC.,GARD,Montréal,"8535, rue Sherbrooke Est",
Montréal,H3C 1A3,15,63,QC,CITÉ COMÈTE,CPE,Montréal,"800, rue Saint Jacques, 6e étage",CR
